epoch,loss,mean_squared_error,val_loss,val_mean_squared_error
41,2857.172021823852,2857.172021823852,3114.80163244299,3114.80163244299
42,2841.4878051333467,2841.4878051333467,3098.6032094594593,3098.6032094594593
43,2826.0716067565,2826.0716067565,3082.6707651499155,3082.6707651499155
44,2810.9041211955932,2810.9041211955932,3066.9936193517738,3066.9936193517738
45,2795.9914443280163,2795.9914443280163,3051.559913429054,3051.559913429054
46,2781.3112727902303,2781.3112727902303,3036.3669697529563,3036.3669697529563
47,2766.8644912030163,2766.8644912030163,3021.404614917652,3021.404614917652
48,2752.6401041855265,2752.6401041855265,3006.670026129645,3006.670026129645
49,2738.638884472543,2738.638884472543,2992.1546729835304,2992.1546729835304
50,2724.8415521685797,2724.8415521685797,2977.8472603462837,2977.8472603462837
51,2711.2535065156976,2711.2535065156976,2963.743651024071,2963.743651024071
52,2697.858075368446,2697.858075368446,2949.838014674831,2949.838014674831
53,2684.6527245301636,2684.6527245301636,2936.1260597022806,2936.1260597022806
54,2671.63462559069,2671.63462559069,2922.5944203969593,2922.5944203969593
55,2658.7908608800153,2658.7908608800153,2909.2466678103883,2909.2466678103883
56,2646.133378578089,2646.133378578089,2896.073052153716,2896.073052153716
57,2633.6353962037406,2633.6353962037406,2883.0697133657095,2883.0697133657095
58,2621.306272716677,2621.306272716677,2870.238823638091,2870.238823638091
59,2609.142948437953,2609.142948437953,2857.566038059544,2857.566038059544
60,2597.131531398238,2597.131531398238,2845.0540395375847,2845.0540395375847
61,2585.277510942479,2585.277510942479,2832.6960633973817,2832.6960633973817
62,2573.5743661396473,2573.5743661396473,2820.4873878272806,2820.4873878272806
63,2562.0091042104214,2562.0091042104214,2808.4243731524493,2808.4243731524493
64,2550.588189930656,2550.588189930656,2796.5052351668073,2796.5052351668073
65,2539.3111910328253,2539.3111910328253,2784.7258142419764,2784.7258142419764
66,2528.1631023455607,2528.1631023455607,2773.083645217483,2773.083645217483
67,2517.148860714803,2517.148860714803,2761.5726021431587,2761.5726021431587
68,2506.263888574558,2506.263888574558,2750.191012985642,2750.191012985642
69,2495.5072803696225,2495.5072803696225,2738.9385108741553,2738.9385108741553
70,2484.869430877933,2484.869430877933,2727.8126359269427,2727.8126359269427
71,2474.3523597054245,2474.3523597054245,2716.805200855152,2716.805200855152
72,2463.9527207393357,2463.9527207393357,2705.9176652238175,2705.9176652238175
73,2453.6730959860224,2453.6730959860224,2695.1462257179055,2695.1462257179055
74,2443.50028827265,2443.50028827265,2684.4893198374157,2684.4893198374157
75,2433.4407287102586,2433.4407287102586,2673.943214210304,2673.943214210304
76,2423.4874512284546,2423.4874512284546,2663.5038059543917,2663.5038059543917
77,2413.638291377734,2413.638291377734,2653.171025126689,2653.171025126689
78,2403.8943680180873,2403.8943680180873,2642.944855891047,2642.944855891047
79,2394.2482927130104,2394.2482927130104,2632.822369879645,2632.822369879645
80,2384.709343937844,2384.709343937844,2622.797417388091,2622.797417388091
81,2375.260403559078,2375.260403559078,2612.874733424831,2612.874733424831
82,2365.9133889208247,2365.9133889208247,2603.047967694257,2603.047967694257
83,2356.6518339685326,2356.6518339685326,2593.312373310811,2593.312373310811
84,2347.487160692624,2347.487160692624,2583.6739587732263,2583.6739587732263
85,2338.411823931326,2338.411823931326,2574.1257245038005,2574.1257245038005
86,2329.425280521256,2329.425280521256,2564.6662716427363,2564.6662716427363
87,2320.523978117305,2320.523978117305,2555.296505489865,2555.296505489865
88,2311.709618207063,2311.709618207063,2546.015168391047,2546.015168391047
89,2302.9791167823905,2302.9791167823905,2536.817917282517,2536.817917282517
90,2294.3318657549066,2294.3318657549066,2527.70380859375,2527.70380859375
91,2285.7635841767456,2285.7635841767456,2518.6724714949323,2518.6724714949323
92,2277.275465309965,2277.275465309965,2509.719037690034,2509.719037690034
93,2268.8631082581205,2268.8631082581205,2500.8472339527025,2500.8472339527025
94,2260.532279181453,2260.532279181453,2492.0526947846283,2492.0526947846283
95,2252.2707745849325,2252.2707745849325,2483.3319415118244,2483.3319415118244
96,2244.0868611606497,2244.0868611606497,2474.6870908994933,2474.6870908994933
97,2235.9715337123407,2235.9715337123407,2466.1205975506755,2466.1205975506755
98,2227.9321844956276,2227.9321844956276,2457.6262325802363,2457.6262325802363
99,2219.961927500136,2219.961927500136,2449.202634079392,2449.202634079392
