date,y_pred,y_true
2018-11-05,102.88589849829674,107.51
2018-11-06,103.56376342833042,107.72
2018-11-07,103.9419518148899,111.96
2018-11-08,105.30042391180993,111.75
2018-11-09,105.32103309392929,109.57
2018-11-12,105.1588217741251,106.87
2018-11-13,104.81372869968415,106.94
2018-11-14,104.19971736729146,104.97
2018-11-15,103.080997813344,107.28
2018-11-16,103.3253019040823,108.29
2018-11-19,103.37013889014722,104.62
2018-11-20,102.22597590148449,101.71
2018-11-21,101.09681982755662,103.11
2018-11-23,101.52499042809009,103.07
2018-11-26,100.81221145153046,106.47
2018-11-27,101.76800350010396,107.14
2018-11-28,102.36150459706784,111.12
2018-11-29,103.70865907728673,110.19
2018-11-30,104.17168247163296,110.89
2018-12-03,105.12013832986355,112.09
2018-12-04,105.66844434797764,108.52
