date,y_pred,y_true
2018-04-09,88.56503771007061,90.77
2018-04-10,89.5197649037838,92.88
2018-04-11,89.59442724943162,91.86
2018-04-12,89.31259880423546,93.58
2018-04-13,90.57939914822579,93.08
2018-04-16,90.87295042037964,94.17
2018-04-17,91.56024355649949,96.07
2018-04-18,93.35135299026966,96.44
2018-04-19,93.45963365197181,96.11
2018-04-20,93.21784563422203,95.0
2018-04-23,92.59728497326374,95.35
2018-04-24,91.59464873433113,93.12
2018-04-25,90.19059048354626,92.31
2018-04-26,89.63252643704415,94.26
2018-04-27,91.72500393152237,95.82
2018-04-30,92.1755176371336,93.52
2018-05-01,91.51894980430603,95.0
2018-05-02,91.81221837162971,93.51
2018-05-03,91.38672875523568,94.07
2018-05-04,91.29507584929466,95.16
2018-05-07,92.76907998681068,96.22
2018-05-08,93.24417487740517,95.81
2018-05-09,93.6663756942749,96.94
2018-05-10,94.26426813960076,97.91
2018-05-11,95.04153208792209,97.7
2018-05-14,94.82563983261585,98.03
2018-05-15,95.10044777452946,97.32
2018-05-16,94.25805334508419,97.15
2018-05-17,93.08471992969513,96.18
2018-05-18,93.08004116475583,96.36
2018-05-21,93.88738961875438,97.6
2018-05-22,94.79012739419937,97.5
2018-05-23,95.10023103415966,98.66
2018-05-24,95.45880441725254,98.31
2018-05-25,95.75442414641381,98.36
2018-05-29,95.32886385381222,98.01
2018-05-30,95.72754834055901,98.95
2018-05-31,95.60948137998581,98.84
2018-06-01,96.79964986801147,100.79
2018-06-04,97.62328212022781,101.67
2018-06-05,98.86200516283512,102.19
2018-06-06,99.25492718279362,102.49
2018-06-07,98.80665626883507,100.88
2018-06-08,98.19325746357441,101.63
2018-06-11,97.89586611747742,101.05
2018-06-12,97.83730381190777,101.31
2018-06-13,97.60134422540665,100.85
2018-06-14,98.6004843479395,101.42
2018-06-15,97.799364823699,100.13
2018-06-18,97.71485021471977,100.86
2018-06-19,97.53975226640702,100.86
2018-06-20,98.24166124224664,101.87
2018-06-21,98.30573629200458,101.14
2018-06-22,98.2913089221716,100.41
2018-06-25,96.67215470135213,98.39
2018-06-26,95.9092662936449,99.08
2018-06-27,95.69449072241784,97.54
2018-06-28,95.23785645723343,98.63
2018-06-29,95.44374096155167,98.61
2018-07-02,96.7442114508152,100.01
2018-07-03,96.25286103248597,99.05
2018-07-05,97.07652626693249,99.76
2018-07-06,97.2707067912817,101.16
2018-07-09,98.33560876905918,101.85
2018-07-10,98.86800792872906,102.12
2018-07-11,99.62249529123307,101.98
2018-07-12,99.7022039180994,104.19
2018-07-13,101.21041062831878,105.43
2018-07-16,101.87579885184765,104.91
2018-07-17,102.13932215929032,105.95
2018-07-18,102.43712813913822,105.12
2018-07-19,101.79251872062683,104.4
2018-07-20,101.6410030668974,106.27
2018-07-23,103.84438095450402,107.97
2018-07-24,104.00978683888913,107.66
2018-07-25,104.67975016891957,110.83
2018-07-26,106.01079989731312,109.62
2018-07-27,105.84123825192452,107.68
2018-07-30,104.09527677953244,105.37
2018-07-31,102.95299377799034,106.08
2018-08-01,102.43576173245907,106.28
2018-08-02,102.77329716444015,107.57
2018-08-03,103.8913382267952,108.04
2018-08-06,105.49488242924214,108.13
2018-08-07,105.6181134647131,108.88
2018-08-08,105.95719906151295,109.49
2018-08-09,106.54236507773399,109.67
2018-08-10,106.0726792728901,109.0
2018-08-13,105.24253067433834,108.21
2018-08-14,105.57142005026341,109.56
2018-08-15,105.28814038693905,107.66
2018-08-16,104.3334084814787,107.64
2018-08-17,104.29793373703957,107.58
2018-08-20,104.1920654898882,106.87
2018-08-21,102.89435608446598,105.98
2018-08-22,103.46634805560112,107.06
2018-08-23,104.14622961342334,107.56
2018-08-24,104.765715996027,108.4
2018-08-27,105.31799872875214,109.6
2018-08-28,106.49104943931103,110.26
2018-08-29,107.277699187994,112.02
2018-08-30,108.30955768287183,111.95
2018-08-31,108.98392178475856,112.33
2018-09-04,108.79220550417901,111.71
2018-09-05,107.20308395981789,108.49
2018-09-06,105.29919885754586,108.74
2018-09-07,104.82764248907566,108.21
2018-09-10,105.0256960695982,109.38
2018-09-11,106.20041945040226,111.24
2018-09-12,108.07612830460072,111.71
2018-09-13,108.54936676681042,112.91
2018-09-14,109.81951716303826,113.37
2018-09-17,109.56147832930088,112.14
2018-09-18,109.28498829364777,113.21
2018-09-19,108.84927418589592,111.7
2018-09-20,108.74525765538216,113.57
2018-09-21,109.43549563348293,114.26
2018-09-24,110.85618635177613,114.67
2018-09-25,110.20837294518948,114.45
2018-09-26,111.17386648118496,113.98
2018-09-27,110.92223091185093,114.41
2018-09-28,110.64659841418266,114.37
2018-10-01,110.99304376006127,115.61
2018-10-02,111.27970174610616,115.15
2018-10-03,111.71034130215645,115.17
2018-10-04,110.66638304054737,112.79
2018-10-05,109.25733033776284,112.13
2018-10-08,107.79713161945344,110.85
