date,y_pred,y_true
2018-11-02,104.93566871643067,106.16
2018-11-05,105.74797864019871,107.51
2018-11-06,106.74260019719601,107.72
2018-11-07,107.45340023994446,111.96
2018-11-08,109.97186208426953,111.75
2018-11-09,110.14730870187283,109.57
2018-11-12,108.94695341646671,106.87
2018-11-13,107.90484687149525,106.94
2018-11-14,106.78104334235192,104.97
2018-11-15,105.80232393205166,107.28
2018-11-16,106.16767280757428,108.29
2018-11-19,106.66943147540093,104.62
2018-11-20,104.90125411510468,101.71
2018-11-21,102.44791804015637,103.11
2018-11-23,103.31842746496201,103.07
2018-11-26,102.87978736221791,106.47
2018-11-27,104.77951670348645,107.14
2018-11-28,106.28836421132088,111.12
2018-11-29,108.76155558884145,110.19
2018-11-30,109.3114730244875,110.89
2018-12-03,110.04448895514011,112.09
2018-12-04,110.5592002159357,108.52
