date,open,high,low,close,volume
1997-07-24,1919.00,1962.00,1913.00,1925.00,3.12M
1997-07-25,1925.00,1931.00,1874.00,1889.00,2.27M
1997-07-28,1889.00,1895.00,1833.00,1836.00,1.76M
1997-07-29,1836.00,1870.00,1836.00,1850.00,2.33M
1997-07-30,1850.00,1903.00,1850.00,1903.00,2.89M
1997-07-31,1903.00,1953.00,1903.00,1953.00,2.98M
1997-08-01,1953.00,1987.00,1943.00,1973.00,3.21M
1997-08-04,1973.00,2039.00,1973.00,2036.00,2.90M
1997-08-05,2036.00,2065.00,1995.00,2003.00,2.83M
1997-08-06,2003.00,2044.00,1991.00,2034.00,2.78M
1997-08-07,2034.00,2065.00,2031.00,2050.00,3.43M
1997-08-08,2050.00,2070.00,2026.00,2040.00,2.53M
1997-08-11,2040.00,2048.00,2019.00,2032.00,1.98M
1997-08-12,2032.00,2047.00,2021.00,2036.00,2.16M
1997-08-13,2036.00,2040.00,1997.00,2005.00,2.51M
1997-08-14,2005.00,2047.00,2005.00,2016.00,3.13M
1997-08-15,2016.00,2031.00,1998.00,2004.00,3.29M
1997-08-18,2004.00,2022.00,1943.00,1952.00,2.15M
1997-08-19,1952.00,1978.00,1927.00,1940.00,2.02M
1997-08-20,1940.00,1961.00,1913.00,1930.00,2.18M
1997-08-21,1930.00,1976.00,1930.00,1975.00,2.87M
1997-08-22,1975.00,1994.00,1948.00,1966.00,2.50M
1997-08-25,1966.00,1973.00,1939.00,1951.00,2.12M
1997-08-26,1951.00,1962.00,1910.00,1925.00,2.50M
1997-08-27,1925.00,1947.00,1914.00,1925.00,2.02M
1997-08-28,1925.00,1977.00,1925.00,1973.00,3.40M
1997-08-29,1973.00,2012.00,1966.00,1980.00,2.84M
1997-09-01,1980.00,1997.00,1965.00,1978.00,1.88M
1997-09-02,1978.00,2023.00,1977.00,2020.00,2.70M
1997-09-03,2020.00,2054.00,2014.00,2054.00,2.52M
1997-09-04,2054.00,2107.00,2054.00,2104.00,3.97M
1997-09-05,2104.00,2132.00,2102.00,2124.00,3.43M
1997-09-08,2124.00,2198.00,2124.00,2198.00,4.24M
1997-09-09,2198.00,2235.00,2177.00,2235.00,4.58M
1997-09-10,2235.00,2259.00,2211.00,2259.00,5.36M
1997-09-11,2259.00,2317.00,2259.00,2293.00,5.80M
1997-09-12,2293.00,2326.00,2274.00,2307.00,5.27M
1997-09-15,2307.00,2368.00,2301.00,2362.00,5.53M
1997-09-16,2362.00,2411.00,2336.00,2359.00,6.12M
1997-09-17,2359.00,2410.00,2344.00,2410.00,5.14M
1997-09-18,2410.00,2470.00,2397.00,2407.00,4.98M
1997-09-19,2407.00,2422.00,2368.00,2390.00,3.93M
1997-09-22,2390.00,2404.00,2355.00,2402.00,3.82M
1997-09-23,2402.00,2433.00,2402.00,2413.00,6.02M
1997-09-24,2413.00,2504.00,2413.00,2487.00,6.66M
1997-09-25,2487.00,2567.00,2487.00,2555.00,7.43M
1997-09-26,2555.00,2592.00,2517.00,2592.00,6.33M
1997-09-29,2592.00,2650.00,2592.00,2644.00,5.21M
1997-09-30,2644.00,2675.00,2593.00,2593.00,4.33M
1997-10-01,2593.00,2622.00,2540.00,2584.00,3.57M
1997-10-02,2584.00,2702.00,2584.00,2697.00,5.31M
1997-10-03,2697.00,2760.00,2697.00,2752.00,7.34M
1997-10-06,2752.00,2857.00,2722.00,2849.00,6.68M
1997-10-07,2849.00,2925.00,2829.00,2854.00,7.42M
1997-10-08,2854.00,2945.00,2838.00,2939.00,7.84M
1997-10-09,2939.00,3010.00,2938.00,2954.00,7.45M
1997-10-10,2954.00,2970.00,2918.00,2943.00,5.91M
1997-10-13,2943.00,3048.00,2940.00,3048.00,6.27M
1997-10-14,3048.00,3254.00,3048.00,3212.00,7.16M
1997-10-15,3212.00,3389.00,3202.00,3223.00,7.85M
1997-10-16,3223.00,3270.00,3162.00,3258.00,5.82M
1997-10-17,3258.00,3464.00,3258.00,3451.00,9.03M
1997-10-20,3451.00,3595.00,3394.00,3416.00,8.87M
1997-10-21,3416.00,3460.00,3368.00,3442.00,7.81M
1997-10-22,3442.00,3532.00,3442.00,3497.00,9.12M
1997-10-23,3497.00,3611.00,3497.00,3543.00,8.06M
1997-10-24,3543.00,3634.00,3496.00,3512.00,8.19M
1997-10-27,3512.00,3512.00,3095.00,3119.00,6.00M
1997-10-28,3119.00,3119.00,2820.00,2824.00,1.60M
1997-10-30,2824.00,3108.00,2705.00,2717.00,7.15M
1997-10-31,2717.00,2882.00,2529.00,2846.00,5.85M
1997-11-03,2846.00,2939.00,2827.00,2846.00,5.33M
1997-11-04,2846.00,2994.00,2846.00,2972.00,5.65M
1997-11-05,2972.00,3172.00,2972.00,3168.00,7.23M
1997-11-06,3168.00,3255.00,3119.00,3163.00,6.53M
1997-11-07,3163.00,3163.00,2918.00,2958.00,5.32M
1997-11-10,2958.00,2983.00,2843.00,2983.00,3.75M
1997-11-11,2983.00,3062.00,2902.00,2918.00,5.97M
1997-11-12,2918.00,2938.00,2721.00,2801.00,4.69M
1997-11-13,2801.00,2801.00,2599.00,2694.00,5.36M
1997-11-14,2694.00,2727.00,2625.00,2692.00,4.22M
1997-11-17,2692.00,2890.00,2692.00,2890.00,4.45M
1997-11-18,2890.00,2988.00,2890.00,2962.00,5.95M
1997-11-19,2962.00,2962.00,2891.00,2915.00,4.60M
1997-11-20,2915.00,2977.00,2911.00,2969.00,5.29M
1997-11-21,2969.00,3109.00,2969.00,3077.00,6.12M
1997-11-24,3077.00,3110.00,2774.00,2787.00,5.51M
1997-11-25,2787.00,2887.00,2696.00,2842.00,4.17M
1997-11-26,2842.00,2904.00,2840.00,2902.00,4.03M
1997-11-27,2902.00,2952.00,2886.00,2904.00,4.93M
1997-11-28,2904.00,2917.00,2866.00,2879.00,4.13M
1997-12-01,2879.00,2899.00,2798.00,2814.00,3.15M
1997-12-02,2814.00,2930.00,2814.00,2923.00,4.78M
1997-12-03,2923.00,2998.00,2891.00,2998.00,5.08M
1997-12-04,2998.00,3053.00,2959.00,3053.00,6.41M
1997-12-05,3053.00,3135.00,2931.00,2968.00,9.27K
1997-12-08,2968.00,2968.00,2835.00,2857.00,5.06M
1997-12-09,2857.00,2960.00,2857.00,2925.00,5.22M
1997-12-10,2925.00,2985.00,2902.00,2940.00,5.30M
1997-12-11,2940.00,2963.00,2824.00,2867.00,4.97M
1997-12-12,2867.00,2879.00,2832.00,2843.00,3.46M
1997-12-15,2843.00,2970.00,2843.00,2970.00,5.29M
1997-12-16,2970.00,3036.00,2929.00,2953.00,5.90M
1997-12-17,2953.00,3030.00,2953.00,3007.00,4.82M
1997-12-18,3007.00,3064.00,3007.00,3058.00,5.15M
1997-12-19,3058.00,3146.00,3058.00,3145.00,5.52M
1997-12-22,3145.00,3240.00,3141.00,3177.00,6.95M
1997-12-23,3177.00,3216.00,3158.00,3175.00,4.23M
1997-12-24,3175.00,3204.00,3104.00,3129.00,3.17M
1997-12-25,3129.00,3129.00,2997.00,3075.00,2.61M
1997-12-26,3075.00,3197.00,3074.00,3183.00,3.92M
1997-12-29,3183.00,3342.00,3169.00,3335.00,4.95M
1997-12-30,3335.00,3517.00,3335.00,3459.00,5.91M
1997-12-31,3459.00,3508.00,3415.00,3451.00,4.08M
1998-01-05,3451.26,3714.68,3451.26,3711.40,7.30M
1998-01-06,3711.40,3769.47,3626.43,3651.96,8.05M
1998-01-07,3651.96,3715.92,3623.34,3682.60,6.26M
1998-01-08,3682.60,3792.61,3571.90,3590.11,8.94M
1998-01-09,3590.11,3621.72,3520.54,3587.11,4.52M
1998-01-12,3587.11,3587.11,3175.34,3199.67,4.71M
1998-01-13,3199.67,3413.93,3199.67,3413.93,4.32M
1998-01-14,3413.93,3448.67,3243.24,3284.93,3.34M
1998-01-15,3284.93,3303.05,3209.68,3294.59,2.84M
1998-01-16,3294.59,3384.83,3220.81,3384.83,2.61M
1998-01-19,3384.83,3536.88,3384.83,3513.09,4.98M
1998-01-20,3513.09,3536.63,3447.41,3477.93,4.51M
1998-01-21,3477.93,3548.82,3472.55,3523.93,4.93M
1998-01-22,3523.93,3551.56,3430.47,3452.21,5.19M
1998-01-23,3452.21,3503.65,3434.64,3459.82,4.69M
1998-01-26,3459.82,3576.16,3459.82,3517.16,4.77M
1998-01-27,3517.00,3530.28,3468.01,3515.37,3.68M
1998-01-28,3515.37,3547.18,3483.59,3547.18,2.02M
1998-02-02,3547.18,3547.18,3205.22,3367.21,5.34M
1998-02-03,3367.21,3448.10,3208.09,3249.07,5.37M
1998-02-04,3249.07,3249.07,2997.40,3034.83,4.38M
1998-02-05,3034.83,3034.83,2739.64,2981.50,5.35M
1998-02-06,2981.50,3005.62,2872.83,2986.57,3.46M
1998-02-09,2986.57,2986.57,2830.77,2847.51,2.48M
1998-02-10,2847.51,2892.78,2631.70,2777.08,3.53M
1998-02-11,2777.08,2926.87,2740.67,2926.87,4.14M
1998-02-12,2926.87,3048.73,2855.54,3008.04,5.63M
1998-02-13,3008.04,3069.22,2972.40,3014.58,4.33M
1998-02-16,3014.58,3061.57,2986.06,3037.11,2.93M
1998-02-17,3037.11,3113.48,3037.11,3103.19,4.35M
1998-02-18,3103.19,3157.96,3088.06,3105.14,4.32M
1998-02-19,3105.14,3105.14,2872.32,2908.43,3.68M
1998-02-20,2908.43,2973.00,2813.70,2973.00,3.31M
1998-02-23,2973.00,3330.30,2973.00,3306.81,6.06M
1998-02-24,3306.81,3309.30,3195.96,3225.72,5.52M
1998-02-25,3225.72,3333.44,3201.86,3333.44,4.63M
1998-02-26,3333.44,3426.57,3333.44,3402.42,7.12M
1998-02-27,3402.42,3413.23,3242.59,3272.21,5.12M
1998-03-02,3272.21,3398.54,3272.21,3346.65,4.65M
1998-03-03,3346.65,3364.14,3282.50,3353.56,3.55M
1998-03-04,3353.56,3402.32,3295.31,3320.56,4.01M
1998-03-05,3320.56,3406.14,3320.56,3406.14,5.04M
1998-03-06,3406.14,3469.81,3405.79,3469.81,5.97M
1998-03-09,3469.81,3545.66,3469.81,3514.01,7.54M
1998-03-10,3514.01,3572.64,3490.68,3529.37,7.83M
1998-03-11,3529.37,3562.97,3480.05,3519.30,4.62M
1998-03-12,3519.30,3554.80,3462.36,3492.87,4.31M
1998-03-13,3492.87,3492.87,3308.62,3389.23,4.34M
1998-03-16,3389.23,3418.51,3329.02,3377.41,4.21M
1998-03-17,3377.41,3425.74,3356.53,3397.45,4.71M
1998-03-18,3397.45,3397.45,3272.25,3305.68,3.69M
1998-03-19,3305.68,3305.68,3201.46,3247.67,3.50M
1998-03-20,3247.67,3274.63,3134.26,3269.79,3.60M
1998-03-23,3269.79,3301.44,3254.51,3266.81,3.58M
1998-03-24,3266.81,3319.21,3213.11,3241.09,4.36M
1998-03-25,3241.09,3308.36,3217.97,3300.91,3.61M
1998-03-26,3300.91,3351.65,3280.88,3338.22,5.18M
1998-03-27,3338.22,3347.69,3294.20,3313.76,4.89M
1998-03-30,3313.76,3333.73,3191.03,3222.79,3.31M
1998-03-31,3222.79,3259.06,3188.35,3259.06,2.46M
1998-04-01,3259.06,3286.84,3229.06,3260.31,5.61M
1998-04-02,3260.31,3397.21,3260.00,3344.42,4.71M
1998-04-03,3344.42,3443.22,3337.70,3443.04,5.33M
1998-04-13,3443.04,3645.41,3443.04,3645.41,6.33M
1998-04-14,3645.41,3680.09,3591.05,3662.99,7.57M
1998-04-15,3662.99,3829.50,3662.99,3821.75,9.13M
1998-04-16,3821.75,4095.94,3821.75,4054.38,12.82M
1998-04-17,4054.38,4211.28,4054.38,4120.90,9.10M
1998-04-20,4120.90,4231.03,4041.78,4101.28,11.31M
1998-04-21,4101.28,4266.00,4047.61,4265.68,7.92M
1998-04-22,4265.68,4428.28,4265.68,4365.77,12.62M
1998-04-24,4365.77,4366.00,4026.62,4089.57,8.94M
1998-04-27,4089.57,4103.64,3914.73,4020.86,6.63M
1998-04-28,4020.86,4063.68,3841.42,3873.56,6.13M
1998-04-29,3873.56,4100.21,3873.56,3983.16,8.68M
1998-04-30,3983.16,4201.23,3983.16,4194.50,7.91M
1998-05-01,4194.50,4328.21,4184.38,4231.11,-
1998-05-04,4194.50,4328.21,4184.38,4265.49,10.27M
1998-05-05,4265.49,4366.22,4227.60,4258.77,11.10M
1998-05-06,4258.77,4310.27,4178.66,4217.95,10.42M
1998-05-07,4217.95,4248.51,4060.43,4093.53,9.04M
1998-05-08,4093.53,4257.43,4076.71,4210.08,8.20M
1998-05-11,4210.08,4254.08,4172.77,4254.08,7.93M
1998-05-12,4254.08,4338.14,4191.60,4223.55,9.52M
1998-05-13,4223.55,4310.07,4200.13,4260.50,14.84M
1998-05-14,4260.50,4372.77,4199.84,4229.99,7.74M
1998-05-15,4229.99,4301.13,4128.47,4137.00,4.68M
1998-05-18,4137.00,4186.89,3944.53,3970.24,5.27M
1998-05-20,3970.24,4094.13,3922.73,4094.13,6.38M
1998-05-21,4094.13,4148.10,4085.37,4122.25,8.84M
1998-05-22,4122.25,4150.17,4076.28,4108.02,7.65M
1998-05-25,4108.02,4157.17,4041.73,4077.38,9.70M
1998-05-26,4077.38,4077.51,3962.47,3994.94,6.13M
1998-05-27,3994.94,3994.94,3642.20,3666.85,11.06M
1998-05-28,3666.85,3788.28,3643.29,3751.33,9.17M
1998-05-29,3751.33,3831.24,3707.68,3727.75,6.76M
1998-06-01,3727.75,3732.75,3565.65,3604.63,5.66M
1998-06-02,3604.63,3780.64,3604.63,3753.21,8.13M
1998-06-03,3753.21,3822.68,3694.51,3773.51,6.73M
1998-06-04,3773.51,4012.28,3773.51,4012.28,11.67M
1998-06-05,4012.28,4080.03,3987.34,4080.03,9.76M
1998-06-08,4080.03,4193.03,4072.86,4193.03,9.39M
1998-06-09,4193.03,4193.03,4077.56,4108.49,8.54M
1998-06-10,4108.49,4127.74,3996.47,4032.88,10.72M
1998-06-11,4032.88,4102.79,3990.09,4021.13,7.40M
1998-06-12,4021.13,4027.68,3922.82,4027.68,5.94M
1998-06-15,4027.68,4051.17,3757.75,3793.48,6.93M
1998-06-16,3793.48,3918.91,3744.97,3910.94,6.76M
1998-06-17,3910.94,4047.98,3910.94,4047.11,8.40M
1998-06-18,4047.11,4128.00,3924.31,3965.51,12.65M
1998-06-19,3965.51,4053.98,3955.51,4007.11,6.94M
1998-06-22,4007.11,4051.81,3879.30,3907.73,5.98M
1998-06-23,3907.73,4004.79,3888.14,4004.79,6.35M
1998-06-24,4004.79,4033.13,3949.93,3980.41,6.43M
1998-06-25,3980.41,4149.42,3980.41,4055.79,10.82M
1998-06-26,4055.79,4081.21,3968.00,4014.08,7.91M
1998-06-29,4014.08,4119.92,4004.55,4119.92,-
1998-06-30,4119.92,4165.16,4057.18,4100.00,8.05M
1998-07-01,4124.56,4129.91,4033.02,4124.56,7.34M
1998-07-02,4124.56,4292.88,4124.56,4292.88,12.70M
1998-07-03,4292.88,4485.05,4283.49,4485.05,15.06M
1998-07-06,4485.05,4589.86,4459.89,4496.81,12.79M
1998-07-07,4496.81,4528.51,4389.63,4470.71,13.69M
1998-07-08,4470.71,4544.43,4448.03,4505.93,10.90M
1998-07-09,4505.93,4531.13,4374.20,4403.04,8.13M
1998-07-10,4403.04,4421.27,4288.39,4344.31,7.63M
1998-07-13,4344.31,4344.31,4165.73,4224.01,6.50M
1998-07-14,4224.01,4372.60,4224.01,4372.60,9.10M
1998-07-15,4372.60,4444.74,4294.81,4435.37,9.04M
1998-07-16,4435.37,4614.90,4435.37,4530.99,10.92M
1998-07-17,4530.99,4566.39,4479.23,4514.79,9.37M
1998-07-20,4514.79,4607.45,4420.24,4477.96,9.82M
1998-07-21,4477.96,4478.00,4351.41,4377.53,8.07M
1998-07-22,4377.53,4427.39,4353.46,4364.71,13.01M
1998-07-23,4364.71,4429.89,4348.92,4365.56,9.04M
1998-07-24,4365.56,4372.87,4233.21,4270.00,8.08M
1998-07-27,4270.00,4389.98,4270.00,4326.11,14.01M
1998-07-28,4326.11,4354.99,4244.92,4276.28,11.59M
1998-07-29,4276.28,4300.73,4222.42,4231.25,8.83M
1998-07-30,4231.25,4349.15,4231.25,4317.24,9.16M
1998-07-31,4317.24,4369.24,4282.15,4322.32,8.50M
1998-08-03,4322.32,4336.57,4206.63,4254.85,6.35M
1998-08-04,4254.85,4254.85,4094.02,4128.36,6.74M
1998-08-05,4128.36,4128.36,3914.45,3977.38,8.31M
1998-08-06,3977.38,4027.78,3835.62,3889.31,8.42M
1998-08-07,3889.31,3979.94,3857.78,3941.94,7.54M
1998-08-10,3941.94,3977.87,3679.53,3715.60,7.69M
1998-08-11,3715.60,3715.60,3224.78,3432.48,10.36M
1998-08-12,3432.48,3588.81,3432.48,3554.51,11.60M
1998-08-13,3554.51,3564.44,3217.00,3311.60,8.84M
1998-08-14,3311.60,3396.66,3276.04,3351.74,8.41M
1998-08-17,3351.74,3351.74,3066.36,3170.61,9.07M
1998-08-18,3170.61,3269.37,3170.61,3230.91,7.76M
1998-08-19,3230.91,3382.58,3230.91,3358.58,9.57M
1998-08-20,3358.58,3546.31,3343.06,3533.02,11.76M
1998-08-21,3533.02,3533.02,3314.63,3372.29,10.00M
1998-08-24,3372.29,3372.29,3270.47,3292.75,8.84M
1998-08-25,3292.75,3370.64,3239.24,3253.24,8.20M
1998-08-26,3253.24,3253.24,2911.25,2997.25,9.25M
1998-08-27,2997.25,2997.25,2580.29,2603.99,8.68M
1998-08-28,2603.99,2794.00,2399.55,2672.01,16.27M
1998-08-31,2672.01,2713.18,2600.19,2635.14,8.14M
1998-09-01,2635.14,2635.14,2348.98,2524.56,9.69M
1998-09-02,2524.56,2783.53,2524.56,2665.53,12.24M
1998-09-03,2665.53,2712.85,2515.43,2540.22,6.01M
1998-09-04,2540.22,2637.71,2464.03,2637.71,8.22M
1998-09-07,2637.71,2755.51,2624.90,2640.19,10.14M
1998-09-08,2640.19,2670.31,2569.79,2658.39,7.90M
1998-09-09,2658.39,2727.24,2586.88,2600.04,9.10M
1998-09-10,2600.04,2600.04,2479.15,2487.97,9.33M
1998-09-11,2487.97,2487.97,2221.31,2328.68,10.58M
1998-09-14,2328.68,2400.58,2294.72,2304.97,8.11M
1998-09-15,2304.97,2346.67,2186.69,2198.95,6.40M
1998-09-16,2198.95,2245.25,2071.23,2127.01,7.74M
1998-09-17,2127.01,2127.01,1933.88,1948.42,6.59M
1998-09-18,1948.42,2284.23,1922.87,2278.33,16.73M
1998-09-21,2278.33,2344.14,2126.39,2141.65,12.81M
1998-09-22,2141.65,2356.53,2107.79,2342.75,16.35M
1998-09-23,2342.75,2435.74,2305.62,2401.08,19.50M
1998-09-24,2401.08,2653.29,2401.08,2635.71,25.18M
1998-09-25,2635.71,2635.71,2305.85,2336.90,16.09M
1998-09-28,2336.90,2416.88,2233.30,2322.92,13.04M
1998-09-29,2322.92,2415.48,2299.05,2386.23,12.14M
1998-09-30,2386.23,2386.23,2238.18,2265.94,7.06M
1998-10-01,2265.94,2265.94,2006.61,2085.50,9.66M
1998-10-02,2085.50,2085.50,1943.97,2079.75,11.72M
1998-10-05,2079.75,2079.75,1885.73,1892.45,10.17M
1998-10-06,1892.45,1932.75,1824.59,1923.95,10.00M
1998-10-07,1923.95,2004.96,1846.39,1858.28,12.87M
1998-10-08,1858.28,1883.11,1818.68,1852.28,7.65M
1998-10-09,1852.28,1948.96,1852.28,1946.05,11.27M
1998-10-12,1946.05,2167.42,1946.05,2160.72,18.02M
1998-10-13,2160.72,2165.20,2062.10,2102.66,15.92M
1998-10-14,2102.66,2102.66,1971.43,1997.34,10.80M
1998-10-15,1997.34,2082.11,1974.59,1985.36,12.02M
1998-10-16,1985.36,2123.20,1976.85,1990.73,12.78M
1998-10-19,1990.73,2027.48,1971.04,2022.06,6.03M
1998-10-20,2022.06,2196.11,2022.06,2177.40,16.22M
1998-10-21,2177.40,2286.93,2155.39,2226.43,22.32M
1998-10-22,2226.43,2302.59,2198.14,2210.21,17.92M
1998-10-23,2210.21,2285.78,2166.52,2274.78,12.34M
1998-10-26,2274.78,2274.78,2203.50,2226.15,8.07M
1998-10-27,2226.15,2250.24,2191.26,2218.66,6.70M
1998-10-28,2218.66,2242.42,2172.83,2196.38,3.62M
1998-11-02,2196.38,2301.80,2196.38,2276.55,9.59M
1998-11-03,2276.55,2416.97,2276.55,2407.72,14.59M
1998-11-04,2407.72,2595.26,2407.72,2595.26,20.55M
1998-11-05,2595.26,2616.04,2436.44,2447.85,16.23M
1998-11-06,2447.85,2572.63,2447.85,2554.71,17.30M
1998-11-09,2554.71,2631.04,2491.85,2533.64,13.86M
1998-11-10,2533.64,2533.64,2428.85,2516.79,10.70M
1998-11-11,2516.79,2516.79,2066.00,2141.09,9.65M
1998-11-12,2141.09,2141.09,1956.86,2102.77,11.12M
1998-11-13,2102.77,2155.56,2043.70,2115.41,11.52M
1998-11-16,2115.41,2308.16,2115.41,2308.16,12.92M
1998-11-17,2308.16,2370.61,2210.61,2221.70,11.12M
1998-11-18,2221.70,2237.00,2145.21,2182.43,7.68M
1998-11-19,2182.43,2257.11,2173.74,2243.09,8.82M
1998-11-20,2243.09,2335.13,2227.00,2333.53,12.05M
1998-11-23,2333.53,2586.83,2333.53,2561.81,21.63M
1998-11-24,2561.81,2643.28,2347.37,2368.35,19.17M
1998-11-25,2368.35,2479.46,2338.45,2470.62,14.25M
1998-11-26,2470.62,2564.13,2437.96,2564.13,14.54M
1998-11-27,2564.13,2662.41,2564.13,2604.52,19.27M
1998-11-30,2604.52,2645.65,2538.31,2577.54,11.96M
1998-12-01,2577.54,2577.54,2481.30,2504.76,9.47M
1998-12-02,2504.76,2656.06,2504.76,2598.40,15.17M
1998-12-03,2598.40,2663.31,2557.00,2604.50,11.99M
1998-12-04,2604.50,2609.66,2479.24,2534.57,14.36M
1998-12-07,2534.57,2534.57,2456.16,2493.05,8.45M
1998-12-08,2493.05,2517.48,2461.67,2487.95,7.58M
1998-12-09,2487.95,2487.95,2382.09,2385.42,4.28M
1998-12-10,2385.42,2425.24,2335.79,2402.23,7.34M
1998-12-11,2402.23,2420.30,2357.52,2412.94,8.54M
1998-12-14,2412.94,2479.59,2391.54,2458.55,10.95M
1998-12-15,2458.55,2493.33,2408.86,2435.97,10.46M
1998-12-16,2435.97,2435.97,2272.43,2277.46,11.34M
1998-12-17,2277.46,2294.84,2186.83,2240.13,8.52M
1998-12-18,2240.13,2339.68,2228.66,2339.68,9.57M
1998-12-21,2339.68,2428.47,2339.68,2418.60,13.00M
1998-12-22,2418.60,2447.18,2394.46,2421.06,8.39M
1998-12-23,2421.06,2517.81,2418.62,2470.39,11.49M
1998-12-24,2470.39,2532.76,2470.39,2492.55,13.26M
1998-12-25,2492.55,2607.83,2492.55,2607.83,13.29M
1998-12-28,2607.83,2679.11,2560.13,2584.73,20.55M
1998-12-29,2584.73,2618.87,2526.37,2579.48,8.69M
1998-12-30,2579.48,2584.91,2515.82,2534.79,6.35M
1998-12-31,2534.79,2607.63,2534.79,2597.91,7.68M
1999-01-04,2597.91,2758.36,2597.91,2758.36,15.42M
1999-01-05,2758.36,2838.42,2730.25,2823.45,17.57M
1999-01-06,2823.45,2909.43,2823.45,2885.98,17.15M
1999-01-07,2885.98,2953.10,2730.99,2763.47,21.33M
1999-01-08,2763.47,2839.45,2683.63,2721.51,14.55M
1999-01-11,2721.51,2776.03,2657.06,2670.55,7.40M
1999-01-12,2670.55,2689.79,2618.73,2667.78,8.36M
1999-01-13,2667.78,2667.78,2431.21,2447.53,8.65M
1999-01-14,2447.53,2560.52,2447.53,2554.59,8.96M
1999-01-15,2554.59,2554.59,2343.04,2482.30,10.00M
1999-01-25,2482.30,2482.30,2301.93,2408.87,6.79M
1999-01-26,2408.87,2496.43,2404.37,2440.20,9.12M
1999-01-27,2440.20,2552.20,2440.20,2552.09,12.37M
1999-01-28,2552.09,2560.90,2463.05,2513.75,13.19M
1999-01-29,2513.75,2568.16,2513.75,2568.16,8.08M
1999-02-01,2568.16,2670.00,2568.16,2656.15,13.31M
1999-02-02,2656.15,2677.79,2596.33,2621.38,11.03M
1999-02-03,2621.38,2671.30,2593.51,2671.30,9.48M
1999-02-04,2671.30,2808.74,2671.30,2791.58,16.56M
1999-02-05,2791.58,2817.96,2718.85,2747.82,15.61M
1999-02-08,2747.82,2821.57,2747.34,2814.67,10.69M
1999-02-09,2814.67,2933.01,2799.28,2924.20,17.67M
1999-02-10,2924.20,2992.79,2855.03,2970.32,19.00M
1999-02-11,2970.32,3079.85,2970.32,3035.35,17.71M
1999-02-12,3035.35,3111.89,2965.21,3088.85,16.04M
1999-02-15,3088.85,3104.71,3045.58,3095.02,10.89M
1999-02-16,3095.02,3355.38,3070.56,3355.38,22.17M
1999-02-17,3355.38,3700.07,3349.63,3621.33,29.59M
1999-02-18,3621.33,3715.59,3576.29,3652.90,24.23M
1999-02-19,3652.90,3796.38,3608.85,3718.24,24.70M
1999-02-22,3718.24,3772.56,3600.09,3636.35,21.10M
1999-02-23,3636.35,3665.91,3500.88,3557.13,16.38M
1999-02-24,3557.13,3676.87,3524.20,3599.07,25.26M
1999-02-25,3599.07,3824.42,3599.07,3768.48,24.30M
1999-02-26,3768.48,3957.74,3768.48,3890.83,25.09M
1999-03-01,3890.83,4008.16,3872.30,3893.17,26.99M
1999-03-02,3893.17,3933.76,3805.66,3817.47,20.26M
1999-03-03,3817.47,3976.78,3817.47,3916.41,22.42M
1999-03-04,3916.41,4009.28,3705.17,3787.69,22.47M
1999-03-05,3787.69,3895.49,3748.88,3858.10,19.40M
1999-03-08,3858.10,3922.69,3816.29,3847.44,16.93M
1999-03-09,3847.44,3982.30,3794.75,3962.28,17.20M
1999-03-10,3962.28,3980.02,3864.41,3887.31,15.42M
1999-03-11,3887.31,4099.21,3887.31,4088.61,20.68M
1999-03-12,4088.61,4184.65,4055.05,4124.11,20.07M
1999-03-15,4124.11,4124.11,3918.67,4047.21,13.06M
1999-03-16,4047.21,4097.68,3896.09,3909.05,15.52M
1999-03-17,3909.05,4094.12,3886.63,4067.84,17.88M
1999-03-18,4067.84,4253.33,4067.84,4169.87,24.30M
1999-03-19,4169.87,4350.00,4169.87,4308.85,28.10M
1999-03-22,4308.85,4337.70,4174.54,4316.27,23.73M
1999-03-23,4316.27,4399.74,4259.99,4315.09,22.95M
1999-03-24,4315.09,4315.09,4194.37,4220.14,14.93M
1999-03-25,4220.14,4415.63,4220.14,4415.63,16.61M
1999-03-26,4415.63,4621.57,4415.63,4554.07,24.34M
1999-04-05,4554.07,4717.96,4403.86,4706.09,18.91M
1999-04-06,4706.09,4948.09,4706.09,4896.66,26.94M
1999-04-07,4896.66,4969.72,4828.46,4926.92,21.42M
1999-04-08,4926.92,5001.40,4714.50,4737.81,22.60M
1999-04-09,4737.81,4783.60,4504.52,4606.96,17.66M
1999-04-12,4606.96,4670.50,4306.84,4375.57,17.27M
1999-04-13,4375.57,4429.03,3875.54,3986.02,18.13M
1999-04-14,3986.02,4405.24,3986.02,4381.57,21.33M
1999-04-15,4381.57,4545.61,4268.25,4350.87,21.09M
1999-04-16,4350.87,4614.92,4316.65,4582.15,17.79M
1999-04-19,4582.15,4603.88,4267.14,4562.64,17.55M
1999-04-20,4562.64,5050.40,4562.64,5018.70,32.64M
1999-04-21,5018.70,5154.48,4941.49,4981.06,32.65M
1999-04-22,4981.06,5157.92,4939.97,5154.20,28.41M
1999-04-26,5154.20,5378.61,5154.20,5305.13,28.13M
1999-04-27,5305.13,5360.30,5215.11,5295.64,29.66M
1999-04-28,5295.64,5520.31,5241.62,5483.68,36.28M
1999-04-29,5483.68,5666.57,5396.98,5440.27,29.79M
1999-04-30,5440.27,5440.27,5289.09,5354.03,18.66M
1999-05-03,5354.03,5478.98,5302.00,5393.78,22.53M
