date,open,high,low,close,volume
1999-05-04,5393.78,5466.51,5300.74,5451.84,19.54M
1999-05-05,5451.84,5590.95,5433.28,5580.36,22.66M
1999-05-06,5590.71,5663.82,5553.01,5590.71,25.36M
1999-05-07,5590.71,5766.18,5590.71,5606.47,23.98M
1999-05-10,5606.47,5688.72,5581.17,5668.61,18.68M
1999-05-11,5668.61,5812.51,5668.61,5811.13,27.70M
1999-05-12,5811.13,5844.18,5372.57,5457.68,34.85M
1999-05-13,5457.68,5574.41,5262.52,5405.44,23.77M
1999-05-14,5405.44,5665.50,5405.44,5656.23,29.04M
1999-05-17,5656.23,5656.23,5124.32,5543.69,22.68M
1999-05-18,5543.69,5755.47,5387.46,5703.15,28.47M
1999-05-20,5703.15,5887.10,5622.32,5653.35,23.74M
1999-05-21,5653.35,5806.77,5452.20,5496.50,23.54M
1999-05-24,5496.50,5699.62,5214.41,5272.15,22.41M
1999-05-25,5272.15,5312.55,4981.63,5086.23,26.16M
1999-05-26,5086.23,5194.52,5021.60,5077.79,17.97M
1999-05-27,5077.79,5310.75,5077.79,5265.10,26.19M
1999-05-28,5265.10,5331.95,5190.66,5247.37,19.54M
1999-05-31,5247.37,5287.99,5015.39,5069.22,12.48M
1999-06-01,5069.22,5147.11,4960.54,5126.61,13.28M
1999-06-02,5126.61,5201.94,4908.65,4964.07,20.31M
1999-06-03,4964.07,4993.75,4869.69,4986.17,12.41M
1999-06-04,4986.17,5368.02,4986.17,5366.95,23.18M
1999-06-07,5366.95,5489.63,5227.10,5298.55,20.58M
1999-06-08,5298.55,5298.55,5182.33,5288.29,12.03M
1999-06-09,5288.29,5403.81,5248.58,5289.12,16.37M
1999-06-10,5289.12,5560.28,5289.12,5560.28,20.64M
1999-06-11,5560.28,5679.47,5462.09,5531.82,24.89M
1999-06-14,5531.82,5544.55,5368.50,5402.09,15.58M
1999-06-15,5402.09,5469.53,5200.94,5241.07,18.16M
1999-06-16,5241.07,5241.07,4976.56,5081.53,16.16M
1999-06-17,5081.53,5262.72,5035.76,5262.55,19.01M
1999-06-18,5262.55,5414.96,5247.83,5321.58,25.24M
1999-06-21,5321.58,5321.58,5198.57,5289.15,10.92M
1999-06-22,5289.15,5314.14,5169.71,5219.17,12.48M
1999-06-23,5219.17,5317.68,5062.32,5129.59,15.71M
1999-06-24,5129.59,5136.45,5041.83,5090.07,9.46M
1999-06-25,5090.07,5176.02,4904.30,4941.56,19.63M
1999-06-28,4941.56,4941.56,4609.25,4680.97,12.78M
1999-06-29,4680.97,4778.11,4547.94,4676.39,17.37M
1999-06-30,4676.39,5007.12,4630.77,4950.21,28.45M
1999-07-01,4950.20,5194.45,4950.20,5159.98,26.79M
1999-07-02,5159.98,5253.38,4743.33,4860.88,29.65M
1999-07-05,4860.88,5043.65,4860.88,5030.67,14.30M
1999-07-06,5030.67,5048.87,4801.50,4819.79,12.57M
1999-07-07,4819.79,4819.79,4542.12,4755.23,15.17M
1999-07-08,4755.23,4880.59,4755.23,4877.20,14.60M
1999-07-09,4877.20,5128.79,4862.60,5128.79,24.10M
1999-07-12,5128.79,5620.78,5128.79,5620.78,34.13M
1999-07-13,5620.78,5669.09,5426.03,5574.99,33.30M
1999-07-14,5574.99,5818.32,5528.29,5782.71,35.07M
1999-07-15,5782.71,5917.36,5665.62,5763.43,33.61M
1999-07-16,5763.43,5777.44,5588.49,5676.26,20.09M
1999-07-19,5676.26,5924.83,5639.26,5924.83,23.13M
1999-07-20,5924.83,6015.25,5865.11,5990.79,27.95M
1999-07-21,5990.79,6003.66,5787.19,6003.66,23.29M
1999-07-22,6003.66,6159.37,5827.39,5865.34,27.51M
1999-07-23,5865.34,5899.15,5686.32,5782.91,19.62M
1999-07-26,5782.91,5782.91,5517.94,5529.45,14.55M
1999-07-27,5529.45,5774.64,5529.45,5759.54,20.83M
1999-07-28,5759.54,5874.34,5608.98,5694.05,21.97M
1999-07-29,5694.05,5783.38,5666.00,5710.42,16.85M
1999-07-30,5710.42,5862.69,5639.73,5805.45,18.25M
1999-08-02,5805.45,5807.64,5646.39,5681.79,11.42M
1999-08-03,5681.79,5706.64,5554.64,5706.64,12.17M
1999-08-04,5706.64,5732.84,5623.90,5687.28,11.91M
1999-08-05,5687.28,5706.79,5527.63,5596.69,10.24M
1999-08-06,5596.69,5655.79,5568.07,5603.73,10.24M
1999-08-09,5603.73,5827.08,5603.73,5807.16,17.69M
1999-08-10,5807.16,5863.65,5706.45,5755.46,16.82M
1999-08-11,5755.46,5810.24,5627.85,5675.04,15.10M
1999-08-12,5675.04,5704.90,5577.34,5627.61,14.56M
1999-08-13,5627.61,5789.61,5627.61,5786.55,13.08M
1999-08-16,5786.55,5899.27,5752.94,5807.11,-
1999-08-26,5807.11,5807.11,4872.36,5204.07,-
1999-08-27,5204.07,5322.72,5200.40,5277.31,16.38M
1999-08-31,5277.31,5291.97,4984.12,5018.28,21.37M
1999-09-01,5018.28,5167.27,5017.91,5137.75,11.72M
1999-09-02,5137.75,5287.61,5100.28,5230.09,12.87M
1999-09-03,5230.09,5358.64,5219.90,5358.64,19.22M
1999-09-06,5358.64,5823.86,5358.64,5823.86,28.57M
1999-09-07,5823.86,5896.90,5699.58,5799.78,25.74M
1999-09-08,5799.78,6129.49,5799.78,6094.96,29.58M
1999-09-09,6094.96,6148.57,6010.23,6118.18,24.58M
1999-09-10,6118.18,6216.44,6067.16,6178.29,24.03M
1999-09-13,6178.29,6213.17,5926.28,6050.78,18.80M
1999-09-14,6050.78,6184.09,6050.78,6142.83,19.85M
1999-09-15,6142.83,6180.58,6018.92,6108.29,16.11M
1999-09-16,6108.29,6159.03,6043.75,6150.69,18.49M
1999-09-17,6150.69,6206.28,6100.26,6165.84,17.36M
1999-09-20,6165.84,6271.39,6139.61,6221.99,18.72M
1999-09-21,6221.99,6221.99,6116.31,6173.83,17.52M
1999-09-22,6173.83,6173.83,6045.63,6121.25,18.66M
1999-09-23,6121.25,6259.66,6101.69,6252.06,24.92M
1999-09-24,6252.06,6252.06,6082.47,6179.27,18.66M
1999-09-27,6179.27,6230.00,6078.80,6092.78,15.84M
1999-09-28,6092.78,6094.71,5967.78,6086.93,16.38M
1999-09-29,6086.93,6107.10,6006.71,6096.66,13.81M
1999-09-30,6096.66,6161.26,6033.24,6071.12,16.13M
1999-10-01,6071.12,6107.08,5892.67,5961.53,15.85M
1999-10-04,5961.53,5961.53,5798.42,5850.46,13.44M
1999-10-05,5850.46,5941.84,5779.01,5822.21,14.21M
1999-10-06,5822.21,5923.37,5785.33,5923.37,14.62M
1999-10-07,5923.37,5966.22,5826.44,5855.24,18.47M
1999-10-08,5855.24,5882.56,5719.90,5794.82,16.29M
1999-10-11,5794.82,5801.04,5661.13,5699.77,12.46M
1999-10-12,5699.77,5858.91,5699.77,5782.41,18.31M
1999-10-13,5782.41,5782.41,5664.20,5701.53,14.25M
1999-10-14,5701.53,5760.66,5646.34,5718.90,18.84M
1999-10-15,5718.90,5985.61,5718.90,5930.82,29.04M
1999-10-18,5930.82,6070.68,5922.73,5998.02,20.54M
1999-10-19,5998.02,6014.11,5872.54,5970.06,15.39M
1999-10-20,5970.06,5974.71,5849.48,5912.19,18.43M
1999-10-21,5912.19,5941.35,5791.02,5839.90,16.54M
1999-10-22,5839.90,6160.52,5839.90,6160.52,30.79M
1999-10-25,6160.52,6403.43,6160.52,6403.43,33.11M
1999-10-26,6403.43,6551.00,6360.24,6545.55,38.14M
1999-10-27,6545.55,6562.98,6405.92,6509.92,26.37M
1999-10-28,6509.92,6563.53,6437.71,6556.05,13.63M
1999-11-01,6556.05,6677.45,6445.95,6534.73,24.51M
1999-11-02,6534.73,6552.02,6423.55,6542.23,22.82M
1999-11-03,6542.23,6848.86,6511.36,6843.69,31.71M
1999-11-04,6843.69,7085.13,6843.69,7043.06,36.98M
1999-11-05,7043.06,7159.58,6899.89,7132.54,30.03M
1999-11-08,7132.54,7258.57,7050.32,7176.19,36.50M
1999-11-09,7176.19,7641.46,7075.97,7593.54,45.77M
1999-11-10,7593.54,7963.45,7593.54,7918.44,46.19M
1999-11-11,7918.44,8384.71,7896.98,8057.58,65.81M
1999-11-12,8057.58,8320.89,8057.58,8298.62,45.00M
1999-11-15,8298.62,8732.68,8156.09,8364.85,48.04M
1999-11-16,8364.85,8496.37,8206.26,8334.77,34.14M
1999-11-17,8334.77,8479.48,8173.12,8244.89,30.62M
1999-11-18,8244.89,8436.78,8213.85,8329.07,25.33M
1999-11-19,8329.07,8589.38,8329.07,8509.37,31.90M
1999-11-22,8509.37,8879.79,8505.21,8879.79,37.57M
1999-11-23,8879.79,9005.54,8608.57,8656.79,42.39M
1999-11-24,8656.79,8712.81,8362.92,8554.66,32.01M
1999-11-25,8554.66,8569.80,8372.72,8525.81,36.69M
1999-11-26,8525.81,8525.81,7856.55,7994.87,38.78M
1999-11-29,7994.87,8120.93,7799.68,8104.75,26.92M
1999-11-30,8104.75,8507.35,7904.19,8459.48,45.91M
1999-12-01,8459.48,8784.33,8459.48,8776.20,44.01M
1999-12-02,8776.20,9278.46,8776.20,9211.81,65.21M
1999-12-03,9211.81,9633.27,9211.81,9408.20,69.15M
1999-12-06,9408.20,10037.27,9408.20,9861.08,61.98M
1999-12-07,9861.08,10112.45,9620.67,10076.25,43.96M
1999-12-08,10076.25,10272.60,9739.62,9849.61,52.21M
1999-12-09,9849.61,10385.22,9846.14,10336.75,51.79M
1999-12-10,10336.75,11802.09,10336.75,11467.84,76.91M
1999-12-13,11467.84,12927.57,11467.84,12911.24,71.31M
1999-12-14,12911.24,13129.82,12000.10,12064.20,58.64M
1999-12-15,12064.20,12592.72,11925.05,12560.05,59.11M
1999-12-16,12560.05,13397.20,12560.05,12979.52,71.70M
1999-12-17,12979.52,13437.55,12850.07,13206.08,60.41M
1999-12-20,13206.08,13491.54,13073.20,13433.95,50.48M
1999-12-21,13433.95,13849.62,13343.57,13479.97,53.50M
1999-12-22,13479.97,14119.00,13163.67,13583.99,51.52M
1999-12-23,13583.99,13795.85,13288.20,13428.58,38.22M
1999-12-24,13428.58,14405.49,13428.58,14403.77,49.38M
1999-12-27,14403.77,15898.29,14403.77,15747.94,52.68M
1999-12-28,15747.94,16182.27,15036.36,15208.78,43.22M
2000-01-04,15208.78,17639.26,15208.78,17512.19,54.54M
2000-01-05,17512.19,17802.14,16237.71,16932.00,66.72M
2000-01-06,16932.00,17460.66,16086.80,16200.02,66.09M
2000-01-07,16200.02,16305.56,15623.53,15837.36,25.44M
2000-01-11,15837.36,16388.32,15293.17,16347.39,53.62M
2000-01-12,16347.39,17304.22,16347.39,16933.59,59.69M
2000-01-13,16933.59,18256.75,16933.59,18138.20,73.64M
2000-01-14,18138.20,19332.07,18138.20,19110.30,67.86M
2000-01-17,19110.30,20617.92,18301.29,18458.25,73.24M
2000-01-18,18458.25,19577.27,18182.54,19577.27,59.55M
2000-01-19,19577.00,20316.00,18228.40,18414.00,66.13M
2000-01-20,18414.00,18414.00,17343.61,18030.76,28.58M
2000-01-21,18030.76,18324.90,16928.24,17257.96,40.91M
2000-01-24,17257.96,17668.86,16419.89,17663.58,41.36M
2000-01-25,17663.58,17819.43,17006.75,17218.73,38.86M
2000-01-26,17218.73,18014.37,17218.73,18014.37,35.64M
2000-01-27,18014.37,18519.52,17865.20,18098.64,47.61M
2000-01-28,18098.64,18814.21,17878.71,18172.32,45.90M
2000-01-31,18172.32,18400.83,16633.93,16714.95,38.51M
2000-02-01,16714.95,17036.94,16175.62,16342.23,33.04M
2000-02-02,16342.23,16921.56,15795.46,16040.49,40.25M
2000-02-03,16040.49,16385.20,15378.90,16096.86,43.07M
2000-02-04,16096.86,17029.61,15754.50,16870.62,55.45M
2000-02-07,16870.62,17376.09,16260.92,16377.87,48.93M
2000-02-08,16377.87,16462.57,15647.98,16050.29,33.78M
2000-02-09,16050.29,16192.17,15309.15,15433.40,33.21M
2000-02-10,15433.40,15829.58,14890.54,15829.58,41.19M
2000-02-11,15829.58,16165.07,15388.05,15598.19,38.58M
2000-02-14,15598.19,15730.61,15083.49,15237.40,19.98M
2000-02-15,15237.40,15913.39,15174.28,15859.28,36.02M
2000-02-16,15859.28,16106.57,15645.60,15833.74,32.52M
2000-02-17,15833.74,15994.34,15136.02,15341.54,31.46M
2000-02-18,15341.54,15380.22,14751.79,15363.59,19.77M
2000-02-21,15363.59,15363.59,14279.45,14569.00,25.75M
2000-02-22,14569.00,14701.90,13758.32,13994.19,29.58M
2000-02-23,13994.19,14126.31,13171.15,13447.08,26.95M
2000-02-24,13447.08,14652.08,13413.56,14652.08,43.02M
2000-02-25,14652.08,15631.93,14652.08,15618.18,56.16M
2000-02-28,15618.18,16084.40,15143.11,15315.29,42.59M
2000-02-29,15315.29,15945.93,15111.68,15945.93,38.20M
2000-03-01,15945.93,17199.25,15945.93,17199.25,69.34M
2000-03-02,17199.25,17407.97,16682.79,16939.68,60.08M
2000-03-03,16939.68,17066.84,16396.13,16783.53,53.29M
2000-03-06,16783.53,16942.05,16391.22,16563.36,26.57M
2000-03-07,16563.36,17223.19,16313.27,17223.19,33.31M
2000-03-08,17223.19,17500.88,16927.54,17344.16,44.39M
2000-03-09,17344.16,18425.59,17296.29,18314.72,59.42M
2000-03-10,18314.72,18537.71,17537.61,17841.25,42.14M
2000-03-20,17841.25,18455.52,17313.69,17443.92,37.15M
2000-03-21,17443.92,17816.92,17259.06,17545.57,28.08M
2000-03-22,17545.57,17678.44,16740.38,16823.26,27.86M
2000-03-23,16823.26,17439.05,16823.26,17439.05,29.03M
2000-03-24,17439.05,17762.35,17374.04,17669.19,30.24M
2000-03-27,17669.19,17852.91,17399.48,17612.22,25.93M
2000-03-28,17612.22,17612.22,17111.20,17277.23,28.60M
2000-03-29,17277.23,17425.55,16790.90,16951.35,41.17M
2000-03-30,16951.35,16951.35,15200.74,15686.08,58.69M
2000-03-31,15686.08,15920.10,15477.05,15920.10,44.62M
2000-04-03,15920.10,16240.74,15629.69,15760.80,39.34M
2000-04-04,15760.80,16756.28,15760.80,16216.02,44.48M
2000-04-05,16216.02,16216.02,15186.97,15863.39,37.83M
2000-04-06,15863.39,16916.72,15693.28,16916.72,56.15M
2000-04-07,16916.72,17126.03,16699.68,16900.84,46.49M
2000-04-10,16900.84,17486.83,16661.91,16855.32,52.02M
2000-04-11,16855.32,17007.24,16401.37,16558.71,29.47M
2000-04-12,16558.71,17298.27,16558.71,16902.82,77.71M
2000-04-13,16902.82,17807.81,16902.82,17746.34,54.65M
2000-04-14,17746.34,18461.62,17571.17,18367.31,67.74M
2000-04-17,18367.31,18367.31,16910.65,17245.54,49.07M
2000-04-18,17245.54,17962.03,16631.74,16708.94,48.11M
2000-04-19,16708.94,17341.46,16657.43,16809.37,39.44M
2000-04-20,16809.37,17032.60,16391.36,16938.84,33.46M
2000-04-21,16938.84,17082.08,16787.26,16985.87,30.99M
2000-04-24,16985.87,17176.40,16474.61,17002.13,38.55M
2000-04-25,17002.13,17955.69,17002.13,17955.69,58.62M
2000-04-26,17955.69,19235.47,17955.69,18582.02,86.82M
2000-04-27,18582.02,18738.46,18221.70,18470.06,47.92M
2000-04-28,18470.06,19257.43,18435.50,19205.71,70.16M
2000-05-01,19205.71,19599.60,18943.85,19059.41,56.96M
2000-05-02,19059.41,19576.57,18799.20,19406.02,66.28M
2000-05-03,19406.02,19587.33,18944.34,19092.13,41.08M
2000-05-04,19092.13,19291.69,17856.19,18027.86,50.24M
2000-05-05,18027.86,18143.69,17430.85,18086.12,42.44M
2000-05-08,18086.12,18194.46,17178.87,17344.82,26.11M
2000-05-09,17344.82,17973.99,16942.32,17973.99,39.67M
2000-05-10,17973.99,18269.01,17627.96,17777.13,47.18M
2000-05-11,17777.13,17896.70,17175.13,17896.70,39.87M
2000-05-12,17896.70,17980.39,17427.20,17557.46,39.57M
2000-05-15,17604.12,17604.12,16854.62,17013.03,27.06M
2000-05-16,17013.03,17492.53,17013.03,17492.53,23.40M
2000-05-17,17492.53,17627.15,16802.94,16925.31,30.80M
2000-05-18,16925.31,16984.55,16123.24,16449.27,26.66M
2000-05-22,16449.27,16449.27,15613.66,16241.29,27.10M
2000-05-23,16241.29,16299.19,15466.28,15583.92,28.59M
2000-05-24,15583.92,15887.21,15057.41,15819.80,35.44M
2000-05-25,15819.80,16368.37,15702.43,16329.19,42.10M
2000-05-26,16329.19,16329.19,15744.87,15922.27,30.46M
2000-05-29,15922.27,16299.31,15700.88,15884.12,32.13M
2000-05-30,15884.12,15884.12,15459.07,15769.47,27.28M
2000-05-31,15769.47,16238.26,15769.47,16206.42,36.38M
2000-06-01,16206.42,16816.23,16206.42,16770.16,57.22M
2000-06-02,16770.16,16954.69,15913.03,16520.05,56.63M
2000-06-05,16520.05,16629.05,16020.61,16629.05,39.47M
2000-06-06,16629.05,16800.30,16367.19,16719.50,36.75M
2000-06-07,16719.50,16759.59,16099.58,16192.37,34.29M
2000-06-08,16192.37,16662.95,16156.49,16662.95,39.56M
2000-06-09,16662.95,16890.63,16252.40,16461.32,41.77M
2000-06-12,16461.32,16513.29,15726.06,15902.91,30.82M
2000-06-13,15902.91,15902.91,15178.35,15613.66,34.13M
2000-06-14,15613.66,15712.01,15087.03,15183.92,46.19M
2000-06-15,15183.92,15396.72,14566.66,14966.02,39.84M
2000-06-16,14966.02,15025.73,14213.89,14351.40,31.32M
2000-06-19,14351.40,14660.24,14050.93,14543.90,29.91M
2000-06-20,14543.90,14924.61,14543.90,14748.22,34.15M
2000-06-21,14748.22,14840.90,14341.53,14659.26,25.93M
2000-06-22,14659.26,15030.66,14659.26,14885.15,26.88M
2000-06-23,14885.15,15011.34,14729.31,14930.88,28.61M
2000-06-26,14930.88,15029.43,14532.43,14632.86,30.82M
2000-06-27,14632.86,14681.86,14356.02,14663.49,26.21M
2000-06-28,14663.49,14897.72,14607.37,14790.18,32.40M
2000-06-29,14790.18,15010.28,14329.63,14404.95,33.19M
2000-06-30,14404.95,14541.54,14321.84,14466.12,17.60M
2000-07-03,14466.12,14632.75,14224.31,14348.44,15.06M
2000-07-04,14348.44,14476.54,14039.60,14200.89,20.21M
2000-07-05,14200.89,14645.80,13949.60,14638.28,35.56M
2000-07-06,14638.28,14770.27,14022.04,14180.32,28.35M
2000-07-07,14180.32,14466.25,14117.16,14343.87,23.15M
2000-07-10,14343.87,14868.62,14343.87,14868.62,32.57M
2000-07-11,14868.62,15018.22,13897.02,14061.19,56.06M
2000-07-12,14061.19,14136.57,13560.13,13857.72,31.69M
2000-07-13,13857.72,14051.48,13291.12,13394.10,31.95M
2000-07-14,13394.10,13604.87,13232.16,13521.81,22.58M
2000-07-17,13521.81,13594.85,12701.98,12801.78,26.44M
2000-07-18,12801.78,13115.71,12476.41,12736.96,24.49M
2000-07-19,12736.96,13243.09,12602.58,13238.66,34.88M
2000-07-20,13238.66,13340.49,12867.21,12923.43,32.36M
2000-07-21,12923.43,13601.46,12923.43,13601.46,40.36M
2000-07-24,13601.46,13906.30,13545.35,13719.88,40.85M
2000-07-25,13719.88,13915.61,13610.78,13875.62,32.24M
2000-07-26,13875.62,13985.59,13590.21,13698.67,32.41M
2000-07-27,13698.67,13735.67,13379.30,13713.50,32.80M
2000-07-28,13713.50,14130.21,13674.78,14130.21,38.34M
2000-07-31,14130.21,14214.16,13738.45,13870.23,29.24M
2000-08-01,13870.23,14100.26,13828.38,14100.26,28.10M
2000-08-02,14100.26,14303.69,13997.24,14104.49,32.61M
2000-08-03,14104.49,14176.27,13864.41,14036.77,22.61M
2000-08-04,14036.77,14265.87,13665.28,13789.00,33.47M
2000-08-07,13789.00,13789.00,13343.17,13464.74,21.78M
2000-08-08,13464.74,13480.00,12930.53,13233.08,24.41M
2000-08-09,13233.08,13257.82,12829.72,12903.70,28.16M
2000-08-10,12903.70,13022.98,12697.17,12945.09,30.00M
2000-08-11,12945.09,13316.82,12492.09,13304.00,40.68M
2000-08-14,13304.00,13674.03,13202.11,13586.09,47.43M
2000-08-15,13586.09,13659.04,12874.97,12990.07,40.11M
2000-08-16,12990.07,13181.05,12812.39,12972.84,30.84M
2000-08-17,12972.84,13060.31,12822.64,12961.42,36.29M
2000-08-18,12961.42,13225.42,12936.92,13196.91,35.77M
2000-08-21,13196.91,13274.37,12689.36,12776.02,38.14M
2000-08-22,12776.02,12776.02,12343.41,12711.87,42.82M
2000-08-23,12711.87,13194.52,12711.87,13185.83,56.86M
2000-08-24,13185.83,13352.39,13060.89,13158.73,45.19M
2000-08-25,13158.73,13242.28,12964.34,13051.52,51.42M
2000-08-28,13051.52,13122.62,12884.09,12960.69,36.55M
2000-08-29,12960.69,13376.50,12960.69,13308.02,55.99M
2000-08-31,13308.02,13484.26,12935.18,13132.06,61.32M
2000-09-01,13132.06,13194.72,12976.78,13070.15,36.62M
2000-09-04,13070.15,13192.70,13008.59,13192.70,40.32M
2000-09-05,13193.00,13239.00,12975.00,13167.63,48.82M
2000-09-06,13233.46,13309.26,12917.51,13039.63,62.76M
2000-09-07,13039.63,13095.21,12253.52,12297.44,82.08M
2000-09-08,12297.44,12417.19,11910.09,12172.45,63.49M
2000-09-11,12172.45,12244.01,11459.02,11562.80,48.03M
2000-09-12,11562.80,11755.74,11069.07,11630.88,66.57M
2000-09-13,11630.88,12028.23,11608.55,11769.59,57.88M
2000-09-14,11769.59,11908.03,11325.81,11498.92,46.38M
2000-09-15,11499.00,11528.00,11359.00,11466.21,42.17M
2000-09-18,11466.21,11466.21,10743.14,10862.21,37.66M
2000-09-19,10862.21,10873.78,10310.47,10378.43,34.22M
2000-09-20,10378.43,11205.01,10378.43,11190.70,55.56M
2000-09-21,11190.70,11560.20,10888.32,11320.78,63.59M
2000-09-22,11321.00,11370.00,10876.00,11110.27,42.47M
2000-09-25,11100.27,11523.84,11051.26,11514.87,49.87M
2000-09-26,11514.87,11535.34,11039.66,11360.45,48.14M
2000-09-27,11360.45,11453.06,11167.21,11294.62,34.95M
2000-09-28,11294.62,11553.03,11218.58,11293.28,36.53M
2000-09-29,11293.28,11369.45,11124.10,11350.30,22.14M
2000-10-02,11350.30,11411.53,11127.42,11411.53,23.48M
2000-10-03,11411.53,11569.34,11342.32,11567.43,34.12M
2000-10-04,11567.43,11718.76,11343.92,11694.39,43.76M
2000-10-05,11694.39,11905.99,11496.95,11744.98,54.36M
2000-10-06,11744.98,12533.84,11687.84,12460.18,79.21M
2000-10-09,12460.18,12644.04,12030.78,12070.97,59.51M
2000-10-10,12070.97,13115.15,12070.97,13009.39,90.47M
2000-10-11,13009.39,13368.38,12761.83,12874.09,85.03M
2000-10-12,12874.09,13295.87,12874.09,13145.09,73.71M
2000-10-13,13145.09,13145.09,12502.80,13015.35,59.05M
2000-10-16,13015.35,13900.56,13015.35,13900.56,81.75M
2000-10-17,13900.56,13937.17,13531.68,13764.46,61.20M
2000-10-18,13764.46,13907.51,13406.87,13521.96,76.88M
2000-10-19,13521.96,13739.74,13413.52,13534.53,49.76M
2000-10-20,13534.53,14059.00,13421.25,13581.38,67.88M
2000-10-23,13581.38,13581.38,13115.02,13205.36,41.52M
2000-10-24,13205.36,13603.09,13102.64,13603.09,56.32M
2000-10-25,13603.09,13734.94,13239.81,13361.10,65.41M
2000-10-26,13361.10,13375.91,13064.65,13354.29,47.18M
2000-10-27,13354.29,13548.38,13147.14,13227.84,47.38M
2000-10-30,13227.84,13439.73,13188.28,13347.24,40.25M
2000-10-31,13347.24,13679.05,13347.24,13538.44,60.89M
2000-11-01,13538.44,14101.46,13538.44,14079.07,52.79M
2000-11-02,14079.07,14516.18,14010.56,14516.18,81.87M
2000-11-03,14567.21,14932.55,14481.26,14802.95,89.62M
2000-11-06,14802.95,14819.81,14245.04,14369.45,58.44M
2000-11-07,14369.45,14380.59,13937.19,14215.33,41.76M
2000-11-08,14215.33,14276.35,13297.75,13581.34,61.97M
2000-11-09,13581.34,13788.69,13325.60,13740.15,42.12M
2000-11-10,13740.15,13994.12,13698.34,13801.05,57.29M
2000-11-13,13801.05,13849.60,13223.01,13269.38,31.14M
2000-11-14,13269.38,13613.13,12667.16,13299.10,59.13M
2000-11-15,13299.10,13578.28,13136.05,13526.50,47.17M
2000-11-16,13526.50,13559.66,13056.19,13183.07,34.78M
2000-11-17,13183.07,13198.04,12705.49,12831.55,34.40M
2000-11-20,12831.55,12831.55,11854.98,11916.85,32.25M
2000-11-21,11916.85,12147.53,11222.59,11313.97,39.34M
2000-11-22,11313.97,11621.06,10333.04,11554.45,71.04M
2000-11-23,11554.45,11584.27,11037.35,11186.85,46.82M
2000-11-24,11186.85,11232.30,10678.82,10808.54,42.40M
2000-11-27,10808.54,11245.54,10510.26,10596.50,38.85M
2000-11-28,10596.50,10612.51,9323.17,9641.68,52.84M
2000-11-29,9641.68,9991.24,8867.32,9512.51,103.49M
2000-11-30,9512.51,9810.75,8701.50,8747.68,74.04M
2000-12-01,8747.68,8966.73,7792.28,7977.83,65.62M
2000-12-04,7977.83,8070.48,7109.02,7329.61,58.55M
2000-12-05,7329.61,8755.29,7329.61,8755.29,65.79M
2000-12-06,8755.29,10428.51,8755.29,10387.38,46.04M
2000-12-07,10387.38,10780.95,9277.04,9364.17,90.08M
2000-12-08,9364.17,9799.48,8773.07,9799.48,82.32M
2000-12-11,9799.48,10219.05,9434.34,9753.63,53.75M
2000-12-12,9753.63,9779.40,9371.84,9626.87,38.08M
2000-12-13,9626.87,9626.87,8483.68,9010.50,56.89M
2000-12-14,9010.50,9583.70,8814.90,9500.43,57.48M
2000-12-15,9500.43,9854.05,9389.21,9422.71,71.72M
2000-12-18,9422.71,9422.71,9004.70,9172.94,27.17M
2000-12-19,9172.94,9482.07,9020.22,9346.52,32.23M
2000-12-20,9346.52,9346.52,8957.32,9185.45,36.51M
2000-12-21,9185.45,9340.62,9023.12,9200.59,37.95M
2000-12-22,9301.95,9517.89,9208.31,9437.21,36.30M
2001-01-02,9437.21,9530.08,9321.06,9467.07,18.07M
2001-01-03,9467.07,9467.07,9098.82,9137.44,27.06M
2001-01-04,9137.44,10206.31,9137.44,10198.15,71.10M
2001-01-05,10198.15,10367.55,9854.66,10007.30,59.87M
2001-01-08,10007.30,10571.96,9851.83,10560.43,70.39M
2001-01-09,10560.43,10884.96,10421.38,10861.04,84.24M
2001-01-10,10861.04,11591.55,10861.04,11539.99,130.12M
2001-01-11,11539.99,11663.06,11150.22,11264.89,93.72M
2001-01-12,11264.89,11264.89,10844.22,10964.89,55.96M
2001-01-15,10964.89,10964.89,10344.87,10425.63,49.94M
2001-01-16,10425.63,10672.20,10242.18,10505.11,56.28M
2001-01-17,10505.11,11060.52,10487.62,10944.75,88.82M
2001-01-18,10944.75,11359.64,10636.13,10927.92,88.05M
2001-01-19,10927.92,11443.96,10775.23,11400.70,95.04M
2001-01-22,11400.70,11479.60,11003.61,11093.73,62.13M
2001-01-23,11093.73,11093.73,10617.40,10882.97,51.63M
2001-01-24,10882.97,11322.67,10683.18,10884.58,91.24M
2001-01-25,10884.58,11028.69,10693.42,10980.43,49.32M
2001-01-26,10980.43,11087.17,10674.54,10742.79,52.10M
2001-01-29,10742.79,10742.79,10262.29,10607.66,48.62M
2001-01-30,10607.66,10607.66,10315.91,10421.07,41.96M
2001-01-31,10421.07,10685.07,10307.07,10685.07,45.17M
2001-02-01,10685.07,10784.40,10503.61,10638.23,59.67M
2001-02-02,10638.23,10898.25,10380.76,10546.66,52.49M
2001-02-05,10546.66,10546.66,9884.20,9952.59,45.41M
2001-02-06,9952.59,10247.79,9648.02,10187.21,49.37M
2001-02-07,10187.21,10187.21,9705.55,9724.09,46.72M
2001-02-08,9724.09,10210.05,9502.55,9658.90,64.72M
2001-02-09,9658.90,9676.46,9266.51,9545.86,53.01M
2001-02-12,9545.86,9545.86,8942.55,9075.33,34.21M
